Exp_Config_Name,Physical_Pipeline_Uuid,Logical_Pipeline_Uuid,Compound_Pp_Improvement,Metric,Model_Name,Runtime_In_Mins,Dataset_Name,Logical_Pipeline_Name,Null_Imputer_Name,Fairness_Intervention_Name,Model_Type,age_dis,age_dis_correct,age_dis_incorrect,age_priv,age_priv_correct,age_priv_incorrect,overall,sex&age_dis,sex&age_dis_correct,sex&age_dis_incorrect,sex&age_priv,sex&age_priv_correct,sex&age_priv_incorrect,sex_dis,sex_dis_correct,sex_dis_incorrect,sex_priv,sex_priv_correct,sex_priv_incorrect
german_experiments,4b7e7f1c-7ac9-4300-9015-5c62444e45a1,3b1aa635-807c-4eb5-8033-5b3581e05983,-0.00966621141278274,Accuracy,miss_forest&DIR&lr_clf,0.014082416666666665,german,miss_forest&DIR&lr_clf,miss_forest,DIR,lr_clf,0.6290322580645161,1.0,0.0,0.7142857142857143,1.0,0.0,0.6966666666666667,0.5277777777777778,1.0,0.0,0.7196969696969697,1.0,0.0,0.6704545454545454,1.0,0.0,0.7075471698113207,1.0,0.0
german_experiments,4b7e7f1c-7ac9-4300-9015-5c62444e45a1,3b1aa635-807c-4eb5-8033-5b3581e05983,-0.00966621141278274,Aleatoric_Uncertainty,miss_forest&DIR&lr_clf,0.014082416666666665,german,miss_forest&DIR&lr_clf,miss_forest,DIR,lr_clf,0.8798165010233113,0.8720587243414281,0.8929709919186786,0.8760273415960877,0.8713528588346248,0.887713548499745,0.8768104345443806,0.8800369148569023,0.8723634619531834,0.8886131269257647,0.8763704599563095,0.8713966867057443,0.8891409588428953,0.8742800145615621,0.8693597226038907,0.8842902637168248,0.8778607975561166,0.8723203507838158,0.8912651042632959
german_experiments,4b7e7f1c-7ac9-4300-9015-5c62444e45a1,3b1aa635-807c-4eb5-8033-5b3581e05983,-0.00966621141278274,Epistemic_Uncertainty,miss_forest&DIR&lr_clf,0.014082416666666665,german,miss_forest&DIR&lr_clf,miss_forest,DIR,lr_clf,0.000732009929236277,0.0007863379946764226,0.0006398884269682714,0.0007258948311189561,0.0007435203657818468,0.0006818309944611745,0.0007271586180630507,0.000716515977517318,0.0007352900192771905,0.000695533224962186,0.0007286098872284485,0.0007531322821529018,0.0006656469813418608,0.0007679219642612312,0.0007879038847155018,0.0007272690916128033,0.0007102379837922168,0.0007371954318472485,0.0006450183514010721
german_experiments,4b7e7f1c-7ac9-4300-9015-5c62444e45a1,3b1aa635-807c-4eb5-8033-5b3581e05983,-0.00966621141278274,F1,miss_forest&DIR&lr_clf,0.014082416666666665,german,miss_forest&DIR&lr_clf,miss_forest,DIR,lr_clf,0.7722772277227723,1.0,0.0,0.8333333333333334,1.0,0.0,0.8212180746561886,0.6909090909090909,1.0,0.0,0.8370044052863436,1.0,0.0,0.8027210884353742,1.0,0.0,0.8287292817679558,1.0,0.0
german_experiments,4b7e7f1c-7ac9-4300-9015-5c62444e45a1,3b1aa635-807c-4eb5-8033-5b3581e05983,-0.00966621141278274,FNR,miss_forest&DIR&lr_clf,0.014082416666666665,german,miss_forest&DIR&lr_clf,miss_forest,DIR,lr_clf,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
german_experiments,4b7e7f1c-7ac9-4300-9015-5c62444e45a1,3b1aa635-807c-4eb5-8033-5b3581e05983,-0.00966621141278274,FPR,miss_forest&DIR&lr_clf,0.014082416666666665,german,miss_forest&DIR&lr_clf,miss_forest,DIR,lr_clf,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0
german_experiments,4b7e7f1c-7ac9-4300-9015-5c62444e45a1,3b1aa635-807c-4eb5-8033-5b3581e05983,-0.00966621141278274,IQR,miss_forest&DIR&lr_clf,0.014082416666666665,german,miss_forest&DIR&lr_clf,miss_forest,DIR,lr_clf,0.02185170576221079,0.022540818843100854,0.020683209668527637,0.023553705809805987,0.023820925757855375,0.022885655939682517,0.023201959133302977,0.02152279473770243,0.020849898506603775,0.022274855231283284,0.023430936096339422,0.023855269695215134,0.022341430910036902,0.022885782842163308,0.023364153352496735,0.021912546286657373,0.02333320212207794,0.0236677617727936,0.02252378361228198
german_experiments,4b7e7f1c-7ac9-4300-9015-5c62444e45a1,3b1aa635-807c-4eb5-8033-5b3581e05983,-0.00966621141278274,Jitter,miss_forest&DIR&lr_clf,0.014082416666666665,german,miss_forest&DIR&lr_clf,miss_forest,DIR,lr_clf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
german_experiments,4b7e7f1c-7ac9-4300-9015-5c62444e45a1,3b1aa635-807c-4eb5-8033-5b3581e05983,-0.00966621141278274,Label_Stability,miss_forest&DIR&lr_clf,0.014082416666666665,german,miss_forest&DIR&lr_clf,miss_forest,DIR,lr_clf,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
german_experiments,4b7e7f1c-7ac9-4300-9015-5c62444e45a1,3b1aa635-807c-4eb5-8033-5b3581e05983,-0.00966621141278274,Mean_Prediction,miss_forest&DIR&lr_clf,0.014082416666666665,german,miss_forest&DIR&lr_clf,miss_forest,DIR,lr_clf,0.3001950887346454,0.29361339137407366,0.31135535817213644,0.2971760038297561,0.29331660959337236,0.3068244894207155,0.29779994804343324,0.3001956536031457,0.2937065937807894,0.3074481322281321,0.29747326092165427,0.293338529540143,0.30808946311742624,0.29565762663175604,0.2915848576852346,0.30394360483329963,0.29868921353507283,0.29407492860688883,0.3098528061032597
german_experiments,4b7e7f1c-7ac9-4300-9015-5c62444e45a1,3b1aa635-807c-4eb5-8033-5b3581e05983,-0.00966621141278274,Overall_Uncertainty,miss_forest&DIR&lr_clf,0.014082416666666665,german,miss_forest&DIR&lr_clf,miss_forest,DIR,lr_clf,0.8805485109525476,0.8728450623361045,0.8936108803456468,0.8767532364272067,0.8720963792004066,0.8883953794942062,0.8775375931624436,0.8807534308344196,0.8730987519724606,0.8893086601507268,0.8770990698435379,0.8721498189878972,0.8898066058242372,0.8750479365258234,0.8701476264886062,0.8850175328084376,0.8785710355399088,0.873057546215663,0.8919101226146969
german_experiments,4b7e7f1c-7ac9-4300-9015-5c62444e45a1,3b1aa635-807c-4eb5-8033-5b3581e05983,-0.00966621141278274,PPV,miss_forest&DIR&lr_clf,0.014082416666666665,german,miss_forest&DIR&lr_clf,miss_forest,DIR,lr_clf,0.6290322580645161,1.0,0.0,0.7142857142857143,1.0,0.0,0.6966666666666667,0.5277777777777778,1.0,0.0,0.7196969696969697,1.0,0.0,0.6704545454545454,1.0,0.0,0.7075471698113207,1.0,0.0
german_experiments,4b7e7f1c-7ac9-4300-9015-5c62444e45a1,3b1aa635-807c-4eb5-8033-5b3581e05983,-0.00966621141278274,Sample_Size,miss_forest&DIR&lr_clf,0.014082416666666665,german,miss_forest&DIR&lr_clf,miss_forest,DIR,lr_clf,62.0,39.0,23.0,238.0,170.0,68.0,300.0,36.0,19.0,17.0,264.0,190.0,74.0,88.0,59.0,29.0,212.0,150.0,62.0
german_experiments,4b7e7f1c-7ac9-4300-9015-5c62444e45a1,3b1aa635-807c-4eb5-8033-5b3581e05983,-0.00966621141278274,Selection-Rate,miss_forest&DIR&lr_clf,0.014082416666666665,german,miss_forest&DIR&lr_clf,miss_forest,DIR,lr_clf,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
german_experiments,4b7e7f1c-7ac9-4300-9015-5c62444e45a1,3b1aa635-807c-4eb5-8033-5b3581e05983,-0.00966621141278274,Statistical_Bias,miss_forest&DIR&lr_clf,0.014082416666666665,german,miss_forest&DIR&lr_clf,miss_forest,DIR,lr_clf,0.4401572423488668,0.29361339137407366,0.6886446418278636,0.4075620098750615,0.29331660959337236,0.6931755105792846,0.414298357919648,0.48205019538768756,0.2937065937807894,0.6925518677718678,0.405059470992188,0.293338529540143,0.6919105368825738,0.4248766143552631,0.2915848576852346,0.6960563951667003,0.40990738355014733,0.29407492860688883,0.6901471938967404
german_experiments,4b7e7f1c-7ac9-4300-9015-5c62444e45a1,3b1aa635-807c-4eb5-8033-5b3581e05983,-0.00966621141278274,Std,miss_forest&DIR&lr_clf,0.014082416666666665,german,miss_forest&DIR&lr_clf,miss_forest,DIR,lr_clf,0.015996658714328565,0.016624495045176456,0.014932066675064753,0.015871766267759727,0.016043636985478577,0.01544208947346261,0.015897577373383952,0.01579817488062842,0.016056663090902253,0.015509276292675308,0.01591113225875971,0.016161563134558403,0.01526813406414144,0.01629791168653215,0.01652374943474331,0.015838448681550814,0.01573140086603942,0.016005815850955896,0.015067493644467307
german_experiments,4b7e7f1c-7ac9-4300-9015-5c62444e45a1,3b1aa635-807c-4eb5-8033-5b3581e05983,-0.00966621141278274,TNR,miss_forest&DIR&lr_clf,0.014082416666666665,german,miss_forest&DIR&lr_clf,miss_forest,DIR,lr_clf,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0
german_experiments,4b7e7f1c-7ac9-4300-9015-5c62444e45a1,3b1aa635-807c-4eb5-8033-5b3581e05983,-0.00966621141278274,TPR,miss_forest&DIR&lr_clf,0.014082416666666665,german,miss_forest&DIR&lr_clf,miss_forest,DIR,lr_clf,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,
german_experiments,d5894565-f821-41cb-8dd4-10d62f58a360,948c0fb6-1e04-40d3-a60e-d47223e100f2,-0.0018143330307510246,Accuracy,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,0.03186813333333333,german,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,miss_forest,NO_FAIRNESS_INTERVENTION,lr_clf,0.7258064516129032,1.0,0.0,0.7563025210084033,1.0,0.0,0.75,0.6944444444444444,1.0,0.0,0.7575757575757576,1.0,0.0,0.7159090909090909,1.0,0.0,0.7641509433962265,1.0,0.0
german_experiments,d5894565-f821-41cb-8dd4-10d62f58a360,948c0fb6-1e04-40d3-a60e-d47223e100f2,-0.0018143330307510246,Aleatoric_Uncertainty,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,0.03186813333333333,german,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,miss_forest,NO_FAIRNESS_INTERVENTION,lr_clf,0.6629339249510499,0.6114047495136399,0.7993346834618406,0.598267448121316,0.557644904225426,0.7243374119361474,0.6116318533327945,0.646232305360003,0.5791037508101841,0.7987972020641373,0.6069136098745387,0.5670585135921794,0.7314607857569114,0.5937113501563562,0.5300404675454548,0.754161974335828,0.6190705527645234,0.583313253292141,0.7349242030550429
german_experiments,d5894565-f821-41cb-8dd4-10d62f58a360,948c0fb6-1e04-40d3-a60e-d47223e100f2,-0.0018143330307510246,Epistemic_Uncertainty,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,0.03186813333333333,german,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,miss_forest,NO_FAIRNESS_INTERVENTION,lr_clf,0.06420510545304148,0.06012896291731584,0.07499489451819819,0.06821275130318893,0.06133059152411824,0.08957117820375338,0.06738450449415834,0.05804181004192299,0.06160380587584946,0.04994636496481708,0.06865850828309972,0.0610260732936212,0.09250986762521984,0.05733278979947065,0.05390468261629788,0.06597161990106637,0.07155691436742506,0.06388465926415876,0.09641502090200793
german_experiments,d5894565-f821-41cb-8dd4-10d62f58a360,948c0fb6-1e04-40d3-a60e-d47223e100f2,-0.0018143330307510246,F1,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,0.03186813333333333,german,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,miss_forest,NO_FAIRNESS_INTERVENTION,lr_clf,0.8,1.0,0.0,0.8388888888888889,1.0,0.0,0.8314606741573034,0.7659574468085106,1.0,0.0,0.8391959798994975,1.0,0.0,0.8091603053435115,1.0,0.0,0.8407643312101911,1.0,0.0
german_experiments,d5894565-f821-41cb-8dd4-10d62f58a360,948c0fb6-1e04-40d3-a60e-d47223e100f2,-0.0018143330307510246,FNR,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,0.03186813333333333,german,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,miss_forest,NO_FAIRNESS_INTERVENTION,lr_clf,0.1282051282051282,0.0,1.0,0.11176470588235295,0.0,1.0,0.11483253588516747,0.05263157894736842,0.0,1.0,0.12105263157894737,0.0,1.0,0.1016949152542373,0.0,1.0,0.12,0.0,1.0
german_experiments,d5894565-f821-41cb-8dd4-10d62f58a360,948c0fb6-1e04-40d3-a60e-d47223e100f2,-0.0018143330307510246,FPR,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,0.03186813333333333,german,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,miss_forest,NO_FAIRNESS_INTERVENTION,lr_clf,0.5217391304347826,0.0,1.0,0.5735294117647058,0.0,1.0,0.5604395604395604,0.5882352941176471,0.0,1.0,0.5540540540540541,0.0,1.0,0.6551724137931034,0.0,1.0,0.5161290322580645,0.0,1.0
german_experiments,d5894565-f821-41cb-8dd4-10d62f58a360,948c0fb6-1e04-40d3-a60e-d47223e100f2,-0.0018143330307510246,IQR,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,0.03186813333333333,german,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,miss_forest,NO_FAIRNESS_INTERVENTION,lr_clf,0.13031800712723085,0.12635075213022562,0.1408195644722447,0.13658705420529027,0.12579384976379224,0.17008320592028414,0.13529145114249133,0.1287494652268493,0.13274511380849016,0.11966844572312008,0.136183540130988,0.12505024479065252,0.17097508806953626,0.127074061604615,0.11619999551041998,0.15447670816198641,0.1387024430261381,0.12967948818633518,0.1679368167070996
german_experiments,d5894565-f821-41cb-8dd4-10d62f58a360,948c0fb6-1e04-40d3-a60e-d47223e100f2,-0.0018143330307510246,Jitter,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,0.03186813333333333,german,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,miss_forest,NO_FAIRNESS_INTERVENTION,lr_clf,0.1838709677419355,0.14666666666666667,0.2823529411764706,0.16638655462184873,0.12777777777777777,0.2862068965517241,0.17,0.15555555555555553,0.136,0.19999999999999998,0.17196969696969697,0.131,0.3,0.14545454545454545,0.09841269841269841,0.26400000000000007,0.180188679245283,0.14444444444444443,0.296
german_experiments,d5894565-f821-41cb-8dd4-10d62f58a360,948c0fb6-1e04-40d3-a60e-d47223e100f2,-0.0018143330307510246,Label_Stability,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,0.03186813333333333,german,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,miss_forest,NO_FAIRNESS_INTERVENTION,lr_clf,0.7935483870967742,0.8400000000000001,0.6705882352941177,0.8050420168067227,0.851111111111111,0.6620689655172415,0.8026666666666666,0.8333333333333335,0.8560000000000001,0.7818181818181817,0.7984848484848486,0.8480000000000001,0.64375,0.8363636363636363,0.892063492063492,0.6960000000000001,0.7886792452830188,0.8320987654320988,0.6480000000000001
german_experiments,d5894565-f821-41cb-8dd4-10d62f58a360,948c0fb6-1e04-40d3-a60e-d47223e100f2,-0.0018143330307510246,Mean_Prediction,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,0.03186813333333333,german,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,miss_forest,NO_FAIRNESS_INTERVENTION,lr_clf,0.3540867395570511,0.31613105543973546,0.45455766810288667,0.28851896912245184,0.2595466867987275,0.3784329487478032,0.3020696416789357,0.32625270755876684,0.3048953862490983,0.3747920741716499,0.2987719508771405,0.26660958231165793,0.3992793526442736,0.26691595881707825,0.22557037990742604,0.3711068176694019,0.31666173645178214,0.28847757521229145,0.40797841886773223
german_experiments,d5894565-f821-41cb-8dd4-10d62f58a360,948c0fb6-1e04-40d3-a60e-d47223e100f2,-0.0018143330307510246,Overall_Uncertainty,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,0.03186813333333333,german,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,miss_forest,NO_FAIRNESS_INTERVENTION,lr_clf,0.7271390304040913,0.6715337124309557,0.8743295779800387,0.666480199424505,0.6189754957495442,0.8139085901399008,0.6790163578269528,0.704274115401926,0.6407075566860335,0.8487435670289544,0.6755721181576384,0.6280845868858006,0.8239706533821313,0.6510441399558269,0.5839451501617526,0.8201335942368944,0.6906274671319484,0.6471979125562998,0.8313392239570508
german_experiments,d5894565-f821-41cb-8dd4-10d62f58a360,948c0fb6-1e04-40d3-a60e-d47223e100f2,-0.0018143330307510246,PPV,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,0.03186813333333333,german,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,miss_forest,NO_FAIRNESS_INTERVENTION,lr_clf,0.7391304347826086,1.0,0.0,0.7947368421052632,1.0,0.0,0.7838983050847458,0.6428571428571429,1.0,0.0,0.8028846153846154,1.0,0.0,0.7361111111111112,1.0,0.0,0.8048780487804879,1.0,0.0
german_experiments,d5894565-f821-41cb-8dd4-10d62f58a360,948c0fb6-1e04-40d3-a60e-d47223e100f2,-0.0018143330307510246,Sample_Size,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,0.03186813333333333,german,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,miss_forest,NO_FAIRNESS_INTERVENTION,lr_clf,62.0,45.0,17.0,238.0,180.0,58.0,300.0,36.0,25.0,11.0,264.0,200.0,64.0,88.0,63.0,25.0,212.0,162.0,50.0
german_experiments,d5894565-f821-41cb-8dd4-10d62f58a360,948c0fb6-1e04-40d3-a60e-d47223e100f2,-0.0018143330307510246,Selection-Rate,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,0.03186813333333333,german,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,miss_forest,NO_FAIRNESS_INTERVENTION,lr_clf,0.7419354838709677,0.7555555555555555,0.7058823529411765,0.7983193277310925,0.8388888888888889,0.6724137931034483,0.7866666666666666,0.7777777777777778,0.72,0.9090909090909091,0.7878787878787878,0.835,0.640625,0.8181818181818182,0.8412698412698413,0.76,0.7735849056603774,0.8148148148148148,0.64
german_experiments,d5894565-f821-41cb-8dd4-10d62f58a360,948c0fb6-1e04-40d3-a60e-d47223e100f2,-0.0018143330307510246,Statistical_Bias,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,0.03186813333333333,german,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,miss_forest,NO_FAIRNESS_INTERVENTION,lr_clf,0.33321261886540293,0.20992712887877651,0.6595565629476492,0.3193247548356987,0.19493464759984933,0.7053630186710935,0.3221949134018376,0.3397878417073069,0.19088021205014694,0.6782142727463069,0.319795877723819,0.19881476033132073,0.6978618695753763,0.32116012274845984,0.17043148872055397,0.7009962804987826,0.32262444914474914,0.20862823196372174,0.6919721928112779
german_experiments,d5894565-f821-41cb-8dd4-10d62f58a360,948c0fb6-1e04-40d3-a60e-d47223e100f2,-0.0018143330307510246,Std,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,0.03186813333333333,german,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,miss_forest,NO_FAIRNESS_INTERVENTION,lr_clf,0.12576692067341344,0.11653184843728245,0.15021270012199547,0.12385134254840813,0.11169355763236068,0.1615823991844175,0.12424722869424253,0.11694681138303079,0.1139835924108639,0.12368139995613729,0.12524274014577144,0.11249591871615515,0.1650765571133223,0.1123151597793274,0.10148178122154222,0.1396152737449461,0.1292001629608111,0.11700877368237944,0.1687002642229297
german_experiments,d5894565-f821-41cb-8dd4-10d62f58a360,948c0fb6-1e04-40d3-a60e-d47223e100f2,-0.0018143330307510246,TNR,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,0.03186813333333333,german,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,miss_forest,NO_FAIRNESS_INTERVENTION,lr_clf,0.4782608695652174,1.0,0.0,0.4264705882352941,1.0,0.0,0.43956043956043955,0.4117647058823529,1.0,0.0,0.44594594594594594,1.0,0.0,0.3448275862068966,1.0,0.0,0.4838709677419355,1.0,0.0
german_experiments,d5894565-f821-41cb-8dd4-10d62f58a360,948c0fb6-1e04-40d3-a60e-d47223e100f2,-0.0018143330307510246,TPR,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,0.03186813333333333,german,miss_forest&NO_FAIRNESS_INTERVENTION&lr_clf,miss_forest,NO_FAIRNESS_INTERVENTION,lr_clf,0.8717948717948718,1.0,0.0,0.888235294117647,1.0,0.0,0.8851674641148325,0.9473684210526315,1.0,0.0,0.8789473684210526,1.0,0.0,0.8983050847457628,1.0,0.0,0.88,1.0,0.0
